track_name,track_pop,artist,artist_pop,album,length,track_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,rank,song_name,artist_name,total_likes_count,number_of_videos,number_of_videos_last_14days,youtube_platform_id,spotify_platform_id,tiktok_platform_id,itunes_platform_id,itunes_album_platform_id,song_guid
Savage,2,Megan Thee Stallion,75,The Box - Hip Hop Bangerz,155497,spotify:track:3JC4hnMYH0cTeeFdiLfeE5,0.843,0.743,11,-5.608,1,0.335,0.0251,0.0,0.096,0.698,168.98,audio_features,3JC4hnMYH0cTeeFdiLfeE5,spotify:track:3JC4hnMYH0cTeeFdiLfeE5,https://api.spotify.com/v1/tracks/3JC4hnMYH0cTeeFdiLfeE5,https://api.spotify.com/v1/audio-analysis/3JC4hnMYH0cTeeFdiLfeE5,155497,4,15,Megan Thee Stallion - Savage [Lyric Video],Megan Thee Stallion,686180402,12100000,-100000,EOxj2ROIxok,3JC4hnMYH0cTeeFdiLfeE5,6800996740322297858,1501734796,1501734515,pxJrBEsIfumk
Soap,74,Melanie Martinez,79,Cry Baby (Deluxe Edition),209426,spotify:track:03f7xZmt2wHCIDJBFPK8G4,0.595,0.689,6,-6.107,0,0.148,0.254,5.44e-06,0.129,0.213,168.112,audio_features,03f7xZmt2wHCIDJBFPK8G4,spotify:track:03f7xZmt2wHCIDJBFPK8G4,https://api.spotify.com/v1/tracks/03f7xZmt2wHCIDJBFPK8G4,https://api.spotify.com/v1/audio-analysis/03f7xZmt2wHCIDJBFPK8G4,209427,4,16,Soap,Melanie Martinez,142619600,11900000,0,_RyiXOoDijk,03f7xZmt2wHCIDJBFPK8G4,6628474361227512590,1013341374,1013341061,hC21aEk8jaE5
Funny Song,49,Funny Songimals,27,Funny Song,107107,spotify:track:5VD0r0qDYCJvYGNO5wX4ch,0.691,0.276,9,-9.305,1,0.162,0.91,2.49e-05,0.0751,0.731,159.353,audio_features,5VD0r0qDYCJvYGNO5wX4ch,spotify:track:5VD0r0qDYCJvYGNO5wX4ch,https://api.spotify.com/v1/tracks/5VD0r0qDYCJvYGNO5wX4ch,https://api.spotify.com/v1/audio-analysis/5VD0r0qDYCJvYGNO5wX4ch,107107,4,17,Funny Song,Cavendish Music,1453458287,11400000,28570,NhPdsH9rTQo,5VD0r0qDYCJvYGNO5wX4ch,6732536571318257666,1563431909,1563431908,VPtkQtdUoj9e
Coño,60,Puri,52,Coño,137595,spotify:track:7tXCV0UwFwBxqum6i25you,0.847,0.573,0,-6.032,1,0.253,0.00739,0.0149,0.0845,0.332,99.919,audio_features,7tXCV0UwFwBxqum6i25you,spotify:track:7tXCV0UwFwBxqum6i25you,https://api.spotify.com/v1/tracks/7tXCV0UwFwBxqum6i25you,https://api.spotify.com/v1/audio-analysis/7tXCV0UwFwBxqum6i25you,137595,4,18,Puri x Jhorrmountain x Adje - Coño (Official Music Video),Puri,423111310,11400000,0,gNOME__7F0M,7tXCV0UwFwBxqum6i25you,6712899612438465286,1320197791,1320197783,Ly8fIMhiYSuu
被遗忘的故事,42,Nene郑乃馨,41,与世界温柔相处,184694,spotify:track:0GsNpcNsQ0HOR7gQN9aKaO,0.583,0.721,7,-4.278,1,0.0682,0.275,0.0,0.0787,0.205,172.07,audio_features,0GsNpcNsQ0HOR7gQN9aKaO,spotify:track:0GsNpcNsQ0HOR7gQN9aKaO,https://api.spotify.com/v1/tracks/0GsNpcNsQ0HOR7gQN9aKaO,https://api.spotify.com/v1/audio-analysis/0GsNpcNsQ0HOR7gQN9aKaO,184694,4,19,She Share Story (for Vlog),yugure / 夕依,1333192432,11242864,-157136,,0GsNpcNsQ0HOR7gQN9aKaO,6722656094272883458,1674691832,1674691425,G371FvrSpZqu
What If (I Told You I Like You),69,Johnny Orlando,57,What If (I Told You I Like You),219186,spotify:track:4v7DgEMw6EvYyuQ4eWFD9l,0.735,0.584,1,-5.047,1,0.14,0.189,0.0,0.125,0.395,93.016,audio_features,4v7DgEMw6EvYyuQ4eWFD9l,spotify:track:4v7DgEMw6EvYyuQ4eWFD9l,https://api.spotify.com/v1/tracks/4v7DgEMw6EvYyuQ4eWFD9l,https://api.spotify.com/v1/audio-analysis/4v7DgEMw6EvYyuQ4eWFD9l,219187,4,21,"Johnny Orlando, Mackenzie Ziegler - What If (I Told You I Like You)",Mackenzie Ziegler & johnny orlando,326084015,10442864,-157136,ho0WBKPJtfc,4v7DgEMw6EvYyuQ4eWFD9l,6558154638481167375,1515326200,1515326198,kXPhQvY8k7hd
Can We Kiss Forever?,0,Kina,64,Can We Kiss Forever?,187898,spotify:track:1Av69kr9JitqPWo7WJLS5q,0.493,0.13,4,-18.725,1,0.0369,0.898,0.0223,0.0941,0.119,109.852,audio_features,1Av69kr9JitqPWo7WJLS5q,spotify:track:1Av69kr9JitqPWo7WJLS5q,https://api.spotify.com/v1/tracks/1Av69kr9JitqPWo7WJLS5q,https://api.spotify.com/v1/audio-analysis/1Av69kr9JitqPWo7WJLS5q,187899,4,22,Kina - Can We Kiss Forever? (Official Video) ft. Adriana Proenza,kinabeats,804513532,10071420,171420,3Soht3ISW-E,1Av69kr9JitqPWo7WJLS5q,6733128484777921281,1489363270,1489363268,tu9YOEYeBKB8
Woah (feat. D3Mstreet),30,KRYPTO9095,35,Woah (feat. D3Mstreet),123626,spotify:track:4lAbqSlFy6KCwPeEo0vaLW,0.889,0.53,1,-8.933,1,0.441,0.00738,0.0,0.063,0.659,144.045,audio_features,4lAbqSlFy6KCwPeEo0vaLW,spotify:track:4lAbqSlFy6KCwPeEo0vaLW,https://api.spotify.com/v1/tracks/4lAbqSlFy6KCwPeEo0vaLW,https://api.spotify.com/v1/audio-analysis/4lAbqSlFy6KCwPeEo0vaLW,123627,4,23,KRYPTO9095 FT. D3MSTREET WOAH (OFFICIAL SONG TO WOAH DANCE),D3Mstreet & Krypto9095,693662833,9900000,-42856,afRki2_aNKg,4lAbqSlFy6KCwPeEo0vaLW,6691366574592396038,1478136154,1478136151,Qr7Q2AJuRLd3
Steven Universe,61,L.Dre,50,Steven Universe,134025,spotify:track:7zkA4TSmYO1Bko2PnFn0YB,0.676,0.0674,7,-13.899,1,0.0703,0.841,0.942,0.121,0.214,77.037,audio_features,7zkA4TSmYO1Bko2PnFn0YB,spotify:track:7zkA4TSmYO1Bko2PnFn0YB,https://api.spotify.com/v1/tracks/7zkA4TSmYO1Bko2PnFn0YB,https://api.spotify.com/v1/audio-analysis/7zkA4TSmYO1Bko2PnFn0YB,134026,4,24,Steven Universe,L.Dre,1385596320,9600000,0,7_RVoLCx7MU,7zkA4TSmYO1Bko2PnFn0YB,6795585271782967298,1499842228,1499842227,ekk7qWjiYxR0
Sunroof,36,Nicky Youre,69,Sunroof,163025,spotify:track:3RfTeIrWS8LNrfHYwechtt,0.768,0.716,10,-5.11,1,0.0404,0.35,0.0,0.15,0.841,131.43,audio_features,3RfTeIrWS8LNrfHYwechtt,spotify:track:3RfTeIrWS8LNrfHYwechtt,https://api.spotify.com/v1/tracks/3RfTeIrWS8LNrfHYwechtt,https://api.spotify.com/v1/audio-analysis/3RfTeIrWS8LNrfHYwechtt,163026,4,25,"Nicky Youre, dazy - Sunroof (Official Music Video)",Nicky Youre,1132991988,9500000,0,G5xSLbYMr-I,3RfTeIrWS8LNrfHYwechtt,7030869625311086594,1594276634,1594276632,jW46U4cXxHkC
How You Like That,1,BLACKPINK,82,How You Like That,181263,spotify:track:3vAn0qZzdyuHamcrpkfiX3,0.828,0.782,11,-4.014,1,0.0918,0.0694,3.41e-05,0.0544,0.351,130.013,audio_features,3vAn0qZzdyuHamcrpkfiX3,spotify:track:3vAn0qZzdyuHamcrpkfiX3,https://api.spotify.com/v1/tracks/3vAn0qZzdyuHamcrpkfiX3,https://api.spotify.com/v1/audio-analysis/3vAn0qZzdyuHamcrpkfiX3,181264,4,26,BLACKPINK - 'How You Like That' M/V,blackpinkofficial,656032222,9500000,0,ioNng23DkIM,3vAn0qZzdyuHamcrpkfiX3,6842582526297393154,1519364407,1519364406,2FTzzH51ZYve
Ginseng Strip 2002,73,Yung Lean,67,Lavender,153999,spotify:track:7v3rmoy5jcn4h5UqwQyCM3,0.601,0.712,1,-9.433,1,0.0436,0.0848,0.0,0.461,0.389,114.97,audio_features,7v3rmoy5jcn4h5UqwQyCM3,spotify:track:7v3rmoy5jcn4h5UqwQyCM3,https://api.spotify.com/v1/tracks/7v3rmoy5jcn4h5UqwQyCM3,https://api.spotify.com/v1/audio-analysis/7v3rmoy5jcn4h5UqwQyCM3,154000,4,28,Yung Lean ♦ Ginseng Strip 2002 ♦,Yung Lean,874396699,9242864,-157136,vrQWhFysPKY,7v3rmoy5jcn4h5UqwQyCM3,6997999797663714054,1090125770,1090125765,LCFRmefBrXIJ
Run Free,67,Deep Chills,58,Run Free,170562,spotify:track:1oIdcFtf58sZbS7QyZQJ2P,0.727,0.69,7,-4.559,1,0.0345,0.202,3.27e-06,0.414,0.699,100.002,audio_features,1oIdcFtf58sZbS7QyZQJ2P,spotify:track:1oIdcFtf58sZbS7QyZQJ2P,https://api.spotify.com/v1/tracks/1oIdcFtf58sZbS7QyZQJ2P,https://api.spotify.com/v1/audio-analysis/1oIdcFtf58sZbS7QyZQJ2P,170562,4,30,Deep Chills - Run Free (Official Lyric Video) [TikTok Edition],Deep Chills,206653795,9000000,0,sA_1LZ-cM6c,1oIdcFtf58sZbS7QyZQJ2P,6594233508997106433,1271464924,1271464504,GC3uDIoaIyMi
Kimi No Toriko,58,Rizky Ayuba,38,Kimi No Toriko,132923,spotify:track:0TkyAwi6LZCHEUrYKdc90N,0.827,0.941,0,-3.076,1,0.0508,0.165,0.0392,0.163,0.988,131.991,audio_features,0TkyAwi6LZCHEUrYKdc90N,spotify:track:0TkyAwi6LZCHEUrYKdc90N,https://api.spotify.com/v1/tracks/0TkyAwi6LZCHEUrYKdc90N,https://api.spotify.com/v1/audio-analysis/0TkyAwi6LZCHEUrYKdc90N,132923,4,31,"Rizky Ayuba - Kimi No Toriko (Lyrics) | Ki minno tori ko ni natte, shimae ba kitto",Rizky Ayuba,276390921,8942852,142852,nE2Mg3Q0rac,0TkyAwi6LZCHEUrYKdc90N,6830653279181998081,1515054199,1515054198,7qXXlE5t5yVV
Dream Girl,63,Ir Sais,55,Dream Girl,162894,spotify:track:2Sla5cgNpVoRcckYjaAMKP,0.884,0.546,2,-6.279,0,0.117,0.269,8e-06,0.064,0.49,113.236,audio_features,2Sla5cgNpVoRcckYjaAMKP,spotify:track:2Sla5cgNpVoRcckYjaAMKP,https://api.spotify.com/v1/tracks/2Sla5cgNpVoRcckYjaAMKP,https://api.spotify.com/v1/audio-analysis/2Sla5cgNpVoRcckYjaAMKP,162895,3,32,Ir Sais  - Dream Girl (Official Video),Ir Sais,378483556,8900000,0,DiPUNKnXHkU,2Sla5cgNpVoRcckYjaAMKP,6807966889273346822,1463442940,1463442937,M9IVd3Rhd5wG
girls like me don't cry (sped up),77,thuy,64,girls like me don't cry (sped up),164718,spotify:track:1EMWN9uomtQxEw2mZKrb2C,0.827,0.8,7,-4.821,0,0.11,0.383,0.00164,0.102,0.514,142.667,audio_features,1EMWN9uomtQxEw2mZKrb2C,spotify:track:1EMWN9uomtQxEw2mZKrb2C,https://api.spotify.com/v1/tracks/1EMWN9uomtQxEw2mZKrb2C,https://api.spotify.com/v1/audio-analysis/1EMWN9uomtQxEw2mZKrb2C,164719,4,33,thuy - girls like me don't cry (Sped Up) (Lyrics),thuymusic,237055225,8328568,842852,SeiGUkOAes8,1EMWN9uomtQxEw2mZKrb2C,7177031160675960834,1659174409,1659174407,8fP1WEc306W5
Beggin',16,Måneskin,78,O Melhor do Pop Internacional,211560,spotify:track:4HY4ARVkWGBGFv6bmwW7pt,0.714,0.8,11,-4.809,0,0.0504,0.129,0.0,0.359,0.589,134.0,audio_features,4HY4ARVkWGBGFv6bmwW7pt,spotify:track:4HY4ARVkWGBGFv6bmwW7pt,https://api.spotify.com/v1/tracks/4HY4ARVkWGBGFv6bmwW7pt,https://api.spotify.com/v1/audio-analysis/4HY4ARVkWGBGFv6bmwW7pt,211560,4,35,Måneskin - Beggin' (Lyrics/Testo),Måneskin,1184408788,8000000,0,sLgz57tguKo,4HY4ARVkWGBGFv6bmwW7pt,5000000001320781379,1320781379,1320780883,FDTCenWNNdox
Lalala - Ilkan Gunuc Remix,62,Y2K,59,Lalala (Ilkan Gunuc Remix),178407,spotify:track:1D9kLvE4SBX6EOG8uJa7Vy,0.774,0.831,8,-4.672,1,0.0514,0.0701,2.21e-06,0.0825,0.333,124.035,audio_features,1D9kLvE4SBX6EOG8uJa7Vy,spotify:track:1D9kLvE4SBX6EOG8uJa7Vy,https://api.spotify.com/v1/tracks/1D9kLvE4SBX6EOG8uJa7Vy,https://api.spotify.com/v1/audio-analysis/1D9kLvE4SBX6EOG8uJa7Vy,178408,4,37,Y2K & Bbno$ - Lalala (ilkan gunuc remix) (Bass Boosted),ilkangunuc & y2k2y,224623717,7700000,0,Kt2tf4W-1YA,1D9kLvE4SBX6EOG8uJa7Vy,6776700714560391941,1513070036,1513070034,SHo9sOrGpapC
Oublie-moi,56,Emkal,52,Oublie-moi,181289,spotify:track:19EZ9PFgJM0xh2Ruld9z2F,0.512,0.597,6,-7.473,0,0.11,0.311,0.0,0.0973,0.652,97.956,audio_features,19EZ9PFgJM0xh2Ruld9z2F,spotify:track:19EZ9PFgJM0xh2Ruld9z2F,https://api.spotify.com/v1/tracks/19EZ9PFgJM0xh2Ruld9z2F,https://api.spotify.com/v1/audio-analysis/19EZ9PFgJM0xh2Ruld9z2F,181290,4,38,Emkal - Oublie-moi (Clip officiel),Emkal 🫀💎,104872517,7642864,-157136,Lhxcmk78yxE,19EZ9PFgJM0xh2Ruld9z2F,7144013677526911750,1645101542,1645101471,ofUrwFA5rsiv
STAY (with Justin Bieber),47,The Kid LAROI,78,F*CK LOVE 3+: OVER YOU,141805,spotify:track:7yZcC4JIdQkXKaigJxrKSn,0.587,0.795,1,-5.557,1,0.0522,0.037,0.0,0.103,0.476,169.951,audio_features,7yZcC4JIdQkXKaigJxrKSn,spotify:track:7yZcC4JIdQkXKaigJxrKSn,https://api.spotify.com/v1/tracks/7yZcC4JIdQkXKaigJxrKSn,https://api.spotify.com/v1/audio-analysis/7yZcC4JIdQkXKaigJxrKSn,141806,4,40,"The Kid LAROI, Justin Bieber - STAY (Official Video)",The Kid LAROI. & Justin Bieber,1800840236,7400000,0,kTJczUoc26U,7yZcC4JIdQkXKaigJxrKSn,6981869640796342274,1574378625,1574378620,6aM1HXRyPRWP
ily (i love you baby) (feat. Emilee),23,Surf Mesa,60,He's All That (Music From The Netflix Film),176546,spotify:track:0pYjAnyPuRtiORpjbkxZTL,0.675,0.757,4,-7.776,0,0.0846,0.0735,0.00275,0.401,0.373,112.039,audio_features,0pYjAnyPuRtiORpjbkxZTL,spotify:track:0pYjAnyPuRtiORpjbkxZTL,https://api.spotify.com/v1/tracks/0pYjAnyPuRtiORpjbkxZTL,https://api.spotify.com/v1/audio-analysis/0pYjAnyPuRtiORpjbkxZTL,176547,4,41,Surf Mesa - ily (i love you baby) ft. Emilee,Surf Mesa,325119167,7400000,0,89degLrNZM8,0pYjAnyPuRtiORpjbkxZTL,6798329661525854210,1579442428,1579442410,P56Vymoz6hl5
Astronaut In The Ocean,0,Masked Wolf,64,Astronaut In The Ocean,132780,spotify:track:0jdso14vaFnpRazMLEZovF,0.778,0.695,4,-6.865,0,0.0913,0.174,0.0,0.151,0.472,149.996,audio_features,0jdso14vaFnpRazMLEZovF,spotify:track:0jdso14vaFnpRazMLEZovF,https://api.spotify.com/v1/tracks/0jdso14vaFnpRazMLEZovF,https://api.spotify.com/v1/audio-analysis/0jdso14vaFnpRazMLEZovF,132780,4,43,Masked Wolf - Astronaut In The Ocean (Official Music Video),MaskedWolf,607714148,7300000,0,MEg-oqI9qmw,0jdso14vaFnpRazMLEZovF,6914530565300226049,1547525311,1547525310,uqyl4IMJT6JV
OUT WEST (feat. Young Thug),79,JACKBOYS,63,JACKBOYS,157712,spotify:track:6gi6y1xwmVszDWkUqab1qw,0.802,0.591,8,-4.895,1,0.225,0.0104,0.0,0.196,0.309,139.864,audio_features,6gi6y1xwmVszDWkUqab1qw,spotify:track:6gi6y1xwmVszDWkUqab1qw,https://api.spotify.com/v1/tracks/6gi6y1xwmVszDWkUqab1qw,https://api.spotify.com/v1/audio-analysis/6gi6y1xwmVszDWkUqab1qw,157712,4,44,JACKBOYS & Travis Scott feat. Young Thug - OUT WEST (Official Music Video),JACKBOYS & Travis Scott,268098508,7300000,0,qAlF70MdfwU,6gi6y1xwmVszDWkUqab1qw,6774605705132428038,1492786009,1492785997,dbmm27BVDrwI
F Boy,31,Ander Huang,32,F Boy,199838,spotify:track:4GdbPZ01Th4xl7ban4uGaH,0.705,0.815,2,-4.449,1,0.0609,0.0749,0.296,0.129,0.542,126.011,audio_features,4GdbPZ01Th4xl7ban4uGaH,spotify:track:4GdbPZ01Th4xl7ban4uGaH,https://api.spotify.com/v1/tracks/4GdbPZ01Th4xl7ban4uGaH,https://api.spotify.com/v1/audio-analysis/4GdbPZ01Th4xl7ban4uGaH,199839,4,47,Ander Huang & DJ Kuromi - F Boy (Official Video),Ander Huang & KROMI,141207575,6900000,0,x52TDA27JEM,4GdbPZ01Th4xl7ban4uGaH,6852801744125036545,1542966936,1542966545,dP4WRwkXvYUS
Breakfast Challenge Song (Slowly),29,SPENCE,25,Breakfast Challenge Song (Slowly),107809,spotify:track:2DQWE4yihFG9I6lKlKlRUM,0.632,0.958,7,-5.193,1,0.0609,0.176,0.338,0.084,0.848,100.056,audio_features,2DQWE4yihFG9I6lKlKlRUM,spotify:track:2DQWE4yihFG9I6lKlKlRUM,https://api.spotify.com/v1/tracks/2DQWE4yihFG9I6lKlKlRUM,https://api.spotify.com/v1/audio-analysis/2DQWE4yihFG9I6lKlKlRUM,107809,4,48,Breakfast Challenge Song (Slowly),spence,382711332,6700000,0,44umcUajXXI,2DQWE4yihFG9I6lKlKlRUM,6669854674113317638,1573548879,1573548722,xVSVT8DQCZjA
